|6.6.6
continental_crust_1.tab                                                                             
           2
T(K)    
   273.00000000000000     
   19.576923076923077     
          79
P(bar)  
   1.0000000000000000     
   1282.0384615384614     
          79
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  1662.96        16667.5        3268.52       0.384476E-004   1194.36        7.04918        3.38632      -0.114168E+008
  1682.54        16667.5        3266.30       0.386717E-004   1194.80        7.04336        3.38352      -0.113848E+008
  1702.12        16667.5        3264.00       0.388890E-004   1195.36        7.03730        3.38061      -0.113540E+008
  1721.69        16667.5        3259.21       0.370083E-004   1186.17        6.85702        3.29401      -0.113089E+008
  1741.27        16667.5        3256.36       0.363936E-004   1181.48        6.80046        3.26683      -0.112740E+008
  1760.85        16667.5        3254.47       0.365354E-004   1182.27        6.79158        3.26257      -0.112422E+008
  1780.42        16667.5        3252.20       0.367086E-004   1182.56        6.78063        3.25731      -0.112146E+008
  1800.00        16667.5        3250.12       0.368748E-004   1182.88        6.77005        3.25223      -0.111844E+008
  273.000        17949.5        3115.55       0.229475E-004   703.108        6.77337        3.25382      -0.129090E+008
  292.577        17949.5        3113.99       0.235941E-004   744.808        6.76914        3.25179      -0.128948E+008
  312.154        17949.5        3115.62       0.244131E-004   781.858        6.70821        3.22252      -0.128784E+008
  331.731        17949.5        3123.78       0.255448E-004   817.563        6.31097        3.03169      -0.128548E+008
  351.308        17949.5        3134.38       0.270190E-004   847.245        6.27619        3.01498      -0.128365E+008
  370.885        17949.5        3132.70       0.274717E-004   873.154        6.27164        3.01280      -0.128196E+008
  390.462        17949.5        3130.42       0.278933E-004   896.094        6.26344        3.00886      -0.128020E+008
  410.038        17949.5        3128.33       0.282847E-004   917.232        6.25644        3.00550      -0.127841E+008
  429.615        17949.5        3126.58       0.286482E-004   936.596        6.25206        3.00339      -0.127657E+008
  449.192        17949.5        3123.97       0.290044E-004   954.423        6.24179        2.99846      -0.127469E+008
  468.769        17949.5        3122.67       0.293269E-004   970.974        6.24085        2.99801      -0.127278E+008
  488.346        17949.5        3120.87       0.296470E-004   986.899        6.23538        2.99538      -0.127086E+008
  507.923        17949.5        3118.67       0.299554E-004   1000.72        6.22897        2.99230      -0.126884E+008
  527.500        17949.5        3116.83       0.302588E-004   1014.81        6.22318        2.98952      -0.126687E+008
  547.077        17949.5        3114.53       0.305534E-004   1026.88        6.21641        2.98627      -0.126479E+008
  566.654        17949.5        3112.40       0.308460E-004   1038.87        6.20976        2.98307      -0.126272E+008
  586.231        17949.5        3108.45       0.311316E-004   1050.15        6.18252        2.96999      -0.126052E+008
  605.808        17949.5        3106.55       0.314235E-004   1061.63        6.17596        2.96684      -0.125845E+008
  625.385        17949.5        3103.95       0.317110E-004   1071.25        6.16757        2.96280      -0.125625E+008
  644.962        17949.5        3102.02       0.320068E-004   1081.79        6.16061        2.95946      -0.125414E+008
  664.538        17949.5        3099.29       0.323001E-004   1090.55        6.15142        2.95505      -0.125189E+008
  684.115        17949.5        3097.32       0.326060E-004   1100.33        6.14401        2.95149      -0.124974E+008
  703.692        17949.5        3094.48       0.329126E-004   1108.44        6.13407        2.94671      -0.124744E+008
  723.269        17949.5        3092.47       0.332395E-004   1117.65        6.12616        2.94291      -0.124527E+008
  742.846        17949.5        3089.54       0.335845E-004   1125.52        6.11560        2.93784      -0.124292E+008
  762.423        17949.5        3087.49       0.338287E-004   1132.95        6.10731        2.93386      -0.124071E+008
  782.000        17949.5        3084.49       0.340895E-004   1139.10        6.09638        2.92861      -0.123833E+008
  801.577        17949.5        3082.43       0.344386E-004   1146.98        6.08727        2.92423      -0.123609E+008
  821.154        17949.5        3079.36       0.347904E-004   1153.65        6.07567        2.91866      -0.123368E+008
  840.731        17949.5        3076.43       0.351765E-004   1160.61        6.06277        2.91246      -0.123131E+008
  860.308        17949.5        3072.04       0.356476E-004   1167.08        6.03998        2.90151      -0.122894E+008
  879.885        17949.5        3067.84       0.361362E-004   1173.47        6.01795        2.89093      -0.122656E+008
  899.462        17949.5        3063.08       0.366794E-004   1179.32        5.99217        2.87855      -0.122415E+008
  919.038        17949.5        3058.52       0.372485E-004   1185.08        5.96716        2.86653      -0.122174E+008
  938.615        17949.5        3053.93       0.378589E-004   1190.57        5.94133        2.85412      -0.121932E+008
  958.192        17949.5        3049.33       0.385126E-004   1195.97        5.91565        2.84179      -0.121690E+008
  977.769        17949.5        3044.64       0.392281E-004   1200.85        5.88734        2.82819      -0.121446E+008
  997.346        17949.5        3039.96       0.399799E-004   1205.96        5.86159        2.81581      -0.121203E+008
  1016.92        17949.5        3035.24       0.408487E-004   1210.35        5.82985        2.80057      -0.120957E+008
  1036.50        17949.5        3030.79       0.417394E-004   1215.20        5.80357        2.78794      -0.120713E+008
  1056.08        17949.5        3025.65       0.428135E-004   1219.55        5.76815        2.77093      -0.120467E+008
  1075.65        17949.5        3020.71       0.439648E-004   1224.25        5.73557        2.75528      -0.120220E+008
  1095.23        17949.5        2994.61       0.427477E-004   1222.11        5.79928        2.78588      -0.120138E+008
  1114.81        17949.5        2983.62       0.415216E-004   1216.71        5.89640        2.83254      -0.119881E+008
  1134.38        17949.5        2972.80       0.410528E-004   1211.43        5.95395        2.86019      -0.119530E+008
  1153.96        17949.5        2972.06       0.430161E-004   1218.70        5.92073        2.84423      -0.119439E+008
  1173.54        17949.5        2945.35       0.443207E-004   1221.71        5.86386        2.81691      -0.119149E+008
  1193.12        17949.5        2943.31       0.475780E-004   1232.18        5.81203        2.79201      -0.119155E+008
  1212.69        17949.5        2919.56       0.504645E-004   1236.77        5.74268        2.75870      -0.118847E+008
  1232.27        17949.5        2907.49       0.564039E-004   1250.21        5.65546        2.71679      -0.118748E+008
  1251.85        17949.5        2894.66       0.681690E-004   1274.66        5.52538        2.65431      -0.118651E+008
1271.42 17949.5 2881.98 0.0001 1370.46 5.23873 2.51661 -0.118598E+008
  1291.00        17949.5        2868.99       0.195201E-004   1192.21                 NaN            NaN -0.118557E+008
  1310.58        17949.5        2875.50       0.192806E-004   1196.63        6.60275        3.17186      -0.118600E+008
  1330.15        17949.5        2852.59       0.196531E-004   1198.35        6.54419        3.14373      -0.118619E+008
  1349.73        17949.5        2865.64       0.195337E-004   1201.13        6.58502        3.16334      -0.118555E+008
  1369.31        17949.5        2840.75       0.198012E-004   1204.63        6.53050        3.13715      -0.118754E+008
  1388.88        17949.5        2863.30       0.195711E-004   1204.41        6.59755        3.16936      -0.118467E+008
  1408.46        17949.5        2840.35       0.199837E-004   1210.40        6.54168        3.14252      -0.118957E+008
  1428.04        17949.5        2835.05       0.203865E-004   1217.18        6.49843        3.12174      -0.119370E+008
  1447.62        17949.5        2874.24       0.202809E-004   1214.23        6.61432        3.17742      -0.119093E+008
  1467.19        17949.5        2976.57       0.197957E-004   1203.18        6.93030        3.32921      -0.118546E+008
  1486.77        17949.5        3000.33       0.206662E-004   1202.01        6.96679        3.34674      -0.118130E+008
  1506.35        17949.5        3019.93       0.219461E-004   1201.83                 NaN            NaN -0.117725E+008
  1525.92        17949.5        3044.56       0.235359E-004   1201.17                 NaN            NaN -0.117283E+008
  1545.50        17949.5        3112.87       0.274037E-004   1199.33                 NaN            NaN -0.116592E+008
  1565.08        17949.5        3132.94       0.288525E-004   1198.49                 NaN            NaN -0.116205E+008
  1584.65        17949.5        3210.23       0.333992E-004   1195.73                 NaN            NaN -0.115513E+008
  1604.23        17949.5        3278.32       0.374964E-004   1193.27        7.08372        3.40291      -0.114863E+008
  1623.81        17949.5        3276.08       0.377168E-004   1193.81        7.07812        3.40022      -0.114552E+008
  1643.38        17949.5        3273.85       0.379428E-004   1194.26        7.07258        3.39756      -0.114237E+008
  1662.96        17949.5        3271.63       0.381578E-004   1194.80        7.06675        3.39476      -0.113924E+008
  1682.54        17949.5        3269.40       0.383771E-004   1195.27        7.06098        3.39199      -0.113608E+008
  1702.12        17949.5        3267.15       0.385905E-004   1195.80        7.05510        3.38916      -0.113292E+008
  1721.69        17949.5        3264.75       0.387948E-004   1196.36        7.04837        3.38593      -0.112995E+008
  1741.27        17949.5        3260.13       0.363518E-004   1184.41        6.82740        3.27977      -0.112472E+008
