|6.6.6
harz_wet_1.tab                                                                                      
           2
T(K)    
   273.00000000000000     
   17.012820512820515     
          79
P(bar)  
   1.0000000000000000     
   1282.0384615384614     
          79
           9
T(K)           P(bar)         rho,kg/m3      alpha,1/K      beta,1/bar     cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  1021.56        47436.4        3412.48       0.281618E-004  0.793628E-006   1199.18        7.40100        3.55533      -0.109584E+008
  1038.58        47436.4        3410.84       0.282627E-004  0.795992E-006   1202.56        7.39364        3.55179      -0.109380E+008
  1055.59        47436.4        3409.20       0.283634E-004  0.798374E-006   1205.83        7.38625        3.54824      -0.109175E+008
  1072.60        47436.4        3407.55       0.284640E-004  0.800773E-006   1209.01        7.37885        3.54468      -0.108970E+008
  1089.62        47436.4        3405.90       0.285644E-004  0.803189E-006   1212.09        7.37142        3.54112      -0.108764E+008
  1106.63        47436.4        3404.24       0.286648E-004  0.805623E-006   1215.09        7.36397        3.53754      -0.108557E+008
  1123.64        47436.4        3401.67       0.287453E-004  0.807949E-006   1218.28        7.35791        3.53463      -0.108424E+008
  1140.65        47436.4        3398.11       0.288043E-004  0.810158E-006   1221.72        7.35334        3.53243      -0.108371E+008
  1157.67        47436.4        3394.57       0.288637E-004  0.812394E-006   1225.08        7.34866        3.53018      -0.108316E+008
  1174.68        47436.4        3391.06       0.289237E-004  0.814657E-006   1228.36        7.34388        3.52789      -0.108258E+008
  1191.69        47436.4        3388.03       0.289947E-004  0.817010E-006   1231.42        7.33829        3.52520      -0.108160E+008
  1208.71        47436.4        3384.52       0.290552E-004  0.819322E-006   1234.56        7.33337        3.52283      -0.108101E+008
  1225.72        47436.4        3380.15       0.290968E-004  0.821544E-006   1237.94        7.32967        3.52106      -0.108113E+008
  1242.73        47436.4        3377.41       0.291746E-004  0.824007E-006   1240.70        7.32346        3.51808      -0.107990E+008
  1259.74        47436.4        3374.37       0.292461E-004  0.826454E-006   1243.50        7.31764        3.51528      -0.107891E+008
  1276.76        47436.4        3370.54       0.293005E-004  0.828826E-006   1246.52        7.31291        3.51301      -0.107857E+008
  1293.77        47436.4        3367.87       0.293807E-004  0.831369E-006   1249.08        7.30644        3.50990      -0.107727E+008
  1310.78        47436.4        3365.27       0.294631E-004  0.833946E-006   1251.55        7.29980        3.50671      -0.107590E+008
  1327.79        47436.4        3361.30       0.295153E-004  0.836378E-006   1254.45        7.29508        3.50444      -0.107567E+008
  1344.81        47436.4        3359.23       0.296101E-004  0.839068E-006   1256.62        7.28758        3.50084      -0.107385E+008
  1361.82        47436.4        3354.46       0.296454E-004  0.841459E-006   1259.70        7.28383        3.49904      -0.107428E+008
  1378.83        47436.4        3350.87       0.297072E-004  0.844021E-006   1262.31        7.27835        3.49641      -0.107373E+008
  1395.85        47436.4        3347.68       0.297785E-004  0.846657E-006   1264.73        7.27224        3.49347      -0.107284E+008
  1412.86        47436.4        3344.43       0.298490E-004  0.849314E-006   1267.12        7.26615        3.49055      -0.107199E+008
  1429.87        47436.4        3341.38       0.299244E-004  0.852021E-006   1269.39        7.25972        3.48746      -0.107098E+008
  1446.88        47436.4        3338.11       0.299954E-004  0.854731E-006   1271.69        7.25353        3.48448      -0.107014E+008
  1463.90        47436.4        3335.17       0.300747E-004  0.857507E-006   1273.82        7.24682        3.48126      -0.106901E+008
  1480.91        47436.4        3332.11       0.301516E-004  0.860297E-006   1275.95        7.24023        3.47809      -0.106799E+008
  1497.92        47436.4        3329.06       0.302295E-004  0.863118E-006   1278.02        7.23355        3.47488      -0.106695E+008
  1514.94        47436.4        3325.98       0.303071E-004  0.865963E-006   1280.07        7.22686        3.47167      -0.106595E+008
  1531.95        47436.4        3323.05       0.303890E-004  0.868854E-006   1282.01        7.21991        3.46833      -0.106480E+008
  1548.96        47436.4        3319.95       0.304676E-004  0.871757E-006   1283.98        7.21312        3.46507      -0.106380E+008
  1565.97        47436.4        3317.12       0.305531E-004  0.874718E-006   1285.79        7.20592        3.46161      -0.106256E+008
  1582.99        47436.4        3314.19       0.306371E-004  0.877698E-006   1287.61        7.19880        3.45819      -0.106140E+008
  1600.00        47436.4        3311.28       0.307222E-004  0.880710E-006   1289.37        7.19159        3.45473      -0.106023E+008
  273.000        48718.5        3218.07       0.174144E-004  0.905846E-006   767.145        7.17016        3.44443      -0.116410E+008
  290.013        48718.5        3217.19       0.181543E-004  0.907115E-006   805.495        7.16597        3.44242      -0.116264E+008
  307.026        48718.5        3216.27       0.188249E-004  0.908449E-006   839.223        7.16192        3.44047      -0.116115E+008
  324.038        48718.5        3215.27       0.193868E-004  0.909835E-006   869.354        7.15808        3.43863      -0.115965E+008
  341.051        48718.5        3214.19       0.198400E-004  0.911253E-006   896.892        7.15435        3.43684      -0.115815E+008
  358.064        48718.5        3213.10       0.202461E-004  0.912707E-006   922.233        7.15050        3.43499      -0.115660E+008
  375.077        48718.5        3211.98       0.206117E-004  0.914193E-006   945.646        7.14653        3.43308      -0.115501E+008
  392.090        48718.5        3210.84       0.209429E-004  0.915713E-006   967.356        7.14243        3.43111      -0.115339E+008
  409.103        48718.5        3209.69       0.212438E-004  0.917252E-006   987.552        7.13827        3.42912      -0.115172E+008
  426.115        48718.5        3208.52       0.215192E-004  0.918825E-006   1006.39        7.13399        3.42706      -0.115003E+008
  443.128        48718.5        3207.34       0.217718E-004  0.920415E-006   1024.01        7.12967        3.42498      -0.114830E+008
  460.141        48718.5        3206.15       0.220052E-004  0.922031E-006   1040.52        7.12524        3.42286      -0.114654E+008
  477.154        48718.5        3204.94       0.222213E-004  0.923669E-006   1056.04        7.12075        3.42070      -0.114476E+008
  494.167        48718.5        3203.72       0.224226E-004  0.925328E-006   1070.63        7.11620        3.41851      -0.114295E+008
  511.179        48718.5        3202.49       0.226107E-004  0.927006E-006   1084.39        7.11159        3.41630      -0.114111E+008
  528.192        48718.5        3201.26       0.227874E-004  0.928707E-006   1097.38        7.10690        3.41404      -0.113925E+008
  545.205        48718.5        3200.01       0.229534E-004  0.930418E-006   1109.65        7.10220        3.41179      -0.113738E+008
  562.218        48718.5        3198.75       0.231107E-004  0.932154E-006   1121.27        7.09742        3.40949      -0.113548E+008
  579.231        48718.5        3197.49       0.232595E-004  0.933900E-006   1132.28        7.09263        3.40719      -0.113356E+008
  596.244        48718.5        3196.22       0.234013E-004  0.935667E-006   1142.73        7.08777        3.40485      -0.113162E+008
  613.256        48718.5        3194.94       0.235366E-004  0.937448E-006   1152.65        7.08288        3.40251      -0.112967E+008
  630.269        48718.5        3193.63       0.236850E-004  0.939179E-006   1162.19        7.07787        3.40010      -0.112769E+008
  647.282        48718.5        3192.09       0.239434E-004  0.940519E-006   1171.85        7.07232        3.39743      -0.112567E+008
  664.295        48718.5        3190.54       0.242000E-004  0.941865E-006   1181.13        7.06681        3.39479      -0.112362E+008
  681.308        48718.5        3188.97       0.244520E-004  0.943235E-006   1190.02        7.06132        3.39215      -0.112157E+008
  698.321        48718.5        3187.57       0.245991E-004  0.944967E-006   1197.99        7.05627        3.38972      -0.111952E+008
  715.333        48718.5        3169.68       0.257758E-004  0.932956E-006   1212.55        7.11967        3.42018      -0.111592E+008
  732.346        48718.5        3168.28       0.258880E-004  0.935339E-006   1219.62        7.11339        3.41716      -0.111383E+008
  749.359        48718.5        3166.87       0.259975E-004  0.937743E-006   1226.38        7.10707        3.41413      -0.111173E+008
  766.372        48718.5        3165.46       0.261047E-004  0.940167E-006   1232.87        7.10071        3.41107      -0.110962E+008
  783.385        48718.5        3298.61       0.268986E-004  0.825611E-006   1200.19        7.40999        3.55964      -0.111269E+008
  800.397        48718.5        3386.78       0.274634E-004  0.749624E-006   1181.64        7.63252        3.66655      -0.111390E+008
  817.410        48718.5        3385.19       0.275821E-004  0.751830E-006   1187.06        7.62508        3.66297      -0.111188E+008
  834.423        48718.5        3383.60       0.276993E-004  0.754052E-006   1192.28        7.61760        3.65938      -0.110984E+008
  851.436        48718.5        3423.15       0.271097E-004  0.764262E-006   1165.14        7.51349        3.60936      -0.111149E+008
  868.449        48718.5        3430.37       0.270677E-004  0.768157E-006   1163.10        7.48587        3.59610      -0.111029E+008
  885.462        48718.5        3428.79       0.271726E-004  0.770338E-006   1167.65        7.47876        3.59268      -0.110831E+008
  902.474        48718.5        3427.20       0.272765E-004  0.772535E-006   1172.03        7.47162        3.58925      -0.110632E+008
  919.487        48718.5        3425.61       0.273796E-004  0.774748E-006   1176.27        7.46446        3.58581      -0.110432E+008
  936.500        48718.5        3424.01       0.274819E-004  0.776978E-006   1180.36        7.45728        3.58236      -0.110232E+008
  953.513        48718.5        3422.41       0.275836E-004  0.779223E-006   1184.32        7.45007        3.57890      -0.110031E+008
  970.526        48718.5        3420.80       0.276848E-004  0.781486E-006   1188.15        7.44284        3.57542      -0.109829E+008
  987.538        48718.5        3419.19       0.277854E-004  0.783765E-006   1191.85        7.43558        3.57194      -0.109626E+008
  1004.55        48718.5        3417.57       0.278857E-004  0.786060E-006   1195.44        7.42831        3.56844      -0.109423E+008
  1021.56        48718.5        3415.94       0.279856E-004  0.788372E-006   1198.92        7.42101        3.56494      -0.109220E+008
  1038.58        48718.5        3414.31       0.280853E-004  0.790701E-006   1202.30        7.41369        3.56142      -0.109015E+008
  1055.59        48718.5        3412.68       0.281847E-004  0.793047E-006   1205.57        7.40635        3.55790      -0.108811E+008
  1072.60        48718.5        3410.08       0.282631E-004  0.795268E-006   1209.04        7.40054        3.55510      -0.108683E+008
  1089.62        48718.5        3406.64       0.283230E-004  0.797383E-006   1212.68        7.39604        3.55294      -0.108622E+008
